year,month,n_tokens_title,n_tokens_content,num_imgs,num_videos,aticle_type,week_day,shares,popular
2013,3,12,428,1,0,Lifestyle,Monday,7100,1
2013,3,10,976,1,0,Business,Monday,1800,1
2013,3,10,516,15,0,Social Media,Monday,2800,1
2013,3,11,896,1,0,Tech,Monday,3200,1
2013,3,11,317,1,1,Social Media,Monday,2300,1
2013,3,11,248,0,1,Viral,Monday,620,0
2013,3,9,209,1,0,Business,Monday,766,0
2013,3,11,147,1,0,Tech,Monday,2700,1
2013,3,9,378,0,1,Lifestyle,Monday,944,0
2013,3,9,462,0,0,Viral,Monday,1600,1
2013,3,9,173,1,0,Viral,Monday,1400,1
2013,3,9,700,1,0,Tech,Monday,1100,0
2013,3,14,127,0,0,Tech,Monday,2400,1
2013,3,10,446,11,1,World,Monday,1800,1
2013,3,9,682,12,0,Lifestyle,Monday,2500,1
2013,3,11,190,0,1,Viral,Monday,798,0
2013,3,8,27,0,1,Viral,Monday,1000,0
2013,3,9,1673,25,1,Entertainment,Monday,379,0
2013,3,11,233,1,0,Tech,Monday,9600,1
2013,3,10,179,0,1,Business,Monday,1400,1
2013,3,8,137,0,1,Business,Monday,2800,1
2013,3,13,1408,13,0,Entertainment,Monday,27300,1
2013,3,11,1307,1,0,Lifestyle,Monday,3600,1
2013,3,10,402,1,13,Entertainment,Monday,876,0
2013,3,11,170,0,1,Business,Monday,1100,0
2013,3,11,88,0,1,Viral,Monday,12500,1
2013,3,9,1975,26,0,Tech,Monday,856,0
2013,3,10,566,1,0,Business,Monday,597,0
2013,3,10,509,1,0,Lifestyle,Monday,902,0
2013,3,11,183,6,0,Viral,Monday,808,0
2013,3,10,173,1,0,Entertainment,Monday,5200,1
2013,3,9,286,1,0,Social Media,Monday,11100,1
2013,3,8,307,1,0,Social Media,Monday,3500,1
2013,3,10,577,1,0,Viral,Monday,1900,1
2013,3,8,128,0,1,Entertainment,Monday,384,0
2013,3,10,283,1,0,Tech,Monday,2600,1
2013,3,9,674,12,0,Tech,Monday,1900,1
2013,3,10,765,1,0,Viral,Monday,640,0
2013,3,12,2741,11,0,Tech,Monday,1500,1
2013,3,11,531,9,0,Business,Monday,1400,1
2013,3,9,804,1,0,Business,Monday,751,0
2013,3,10,320,1,0,Business,Tuesday,1800,1
2013,3,10,386,14,0,Viral,Tuesday,8300,1
2013,3,10,632,0,17,Entertainment,Tuesday,962,0
2013,3,9,381,1,0,Tech,Tuesday,857,0
2013,3,10,1504,16,0,Tech,Tuesday,1200,0
2013,3,7,562,1,0,Tech,Tuesday,783,0
2013,3,6,749,11,0,Viral,Tuesday,3200,1
2013,3,11,272,1,0,Lifestyle,Tuesday,1000,0
2013,3,8,226,1,0,Business,Tuesday,694,0
2013,3,10,245,10,1,Viral,Tuesday,1700,1
2013,3,11,142,0,1,Tech,Tuesday,9200,1
2013,3,7,1970,99,0,Entertainment,Tuesday,2200,1
2013,3,13,595,1,0,Business,Tuesday,2000,1
2013,3,9,205,0,14,World,Tuesday,2100,1
2013,3,10,192,1,0,Business,Tuesday,1500,1
2013,3,11,258,1,0,Social Media,Tuesday,5200,1
2013,3,8,202,6,1,Viral,Tuesday,7200,1
2013,3,8,747,13,0,Tech,Tuesday,2500,1
2013,3,7,607,1,0,Business,Tuesday,4400,1
2013,3,9,541,1,0,Viral,Tuesday,1500,1
2013,3,8,1131,1,1,Social Media,Tuesday,20200,1
2013,3,9,1485,30,1,Entertainment,Tuesday,621,0
2013,3,12,431,0,18,Viral,Tuesday,2900,1
2013,3,6,736,0,1,Viral,Tuesday,1400,1
2013,3,9,158,0,14,Viral,Tuesday,1500,1
2013,3,8,482,12,0,Entertainment,Tuesday,9500,1
2013,3,8,437,11,0,Lifestyle,Tuesday,4000,1
2013,3,10,301,15,0,Social Media,Tuesday,2300,1
2013,3,12,616,13,0,Tech,Tuesday,4500,1
2013,3,10,209,1,0,Tech,Tuesday,1400,1
2013,3,12,210,0,1,Entertainment,Tuesday,3100,1
2013,3,10,1359,1,0,Business,Tuesday,482,0
2013,3,11,2486,27,1,Entertainment,Tuesday,1200,0
2013,3,9,3905,15,0,Viral,Tuesday,1600,1
2013,3,9,130,1,0,Tech,Tuesday,2100,1
2013,3,10,224,1,0,Lifestyle,Tuesday,1700,1
2013,3,10,392,1,1,Tech,Tuesday,581,0
2013,3,9,533,1,0,Tech,Tuesday,1700,1
2013,3,9,333,0,21,Viral,Tuesday,26400,1
2013,3,6,560,1,1,Tech,Tuesday,1800,1
2013,3,6,84,0,0,Viral,Tuesday,12800,1
2013,3,10,285,0,11,World,Tuesday,907,0
2013,3,11,43,0,1,Viral,Tuesday,1900,1
2013,3,9,725,1,0,Tech,Tuesday,1900,1
2013,3,10,1122,18,0,Tech,Tuesday,3400,1
2013,3,10,606,1,0,World,Tuesday,2500,1
2013,3,13,863,10,0,Lifestyle,Tuesday,720,0
2013,3,12,212,1,0,Tech,Tuesday,1000,0
2013,3,11,288,0,21,Viral,Tuesday,20400,1
2013,3,11,404,1,0,Entertainment,Tuesday,1300,0
2013,3,9,328,1,1,Lifestyle,Tuesday,1700,1
2013,3,10,175,1,0,Entertainment,Tuesday,947,0
2013,3,10,311,1,0,Entertainment,Tuesday,1300,0
2013,3,10,255,1,1,Entertainment,Tuesday,506,0
2013,3,9,489,1,0,Business,Tuesday,2800,1
2013,3,8,685,0,0,Tech,Tuesday,741,0
2013,3,10,303,1,1,Entertainment,Tuesday,634,0
2013,3,11,517,1,15,Entertainment,Tuesday,1100,0
2013,3,11,854,1,0,Lifestyle,Tuesday,972,0
2013,3,10,169,0,1,Entertainment,Tuesday,790,0
2013,3,13,942,10,0,Entertainment,Tuesday,2300,1
2013,3,12,465,1,0,Viral,Tuesday,1700,1
2013,3,11,1492,13,0,Entertainment,Tuesday,2100,1
2013,3,6,306,1,0,Business,Tuesday,1800,1
2013,3,13,111,0,0,Tech,Tuesday,994,0
2013,3,8,647,1,0,Viral,Tuesday,789,0
2013,3,11,441,12,0,Viral,Wednesday,1500,1
2013,3,13,766,0,13,Entertainment,Wednesday,1000,0
2013,3,15,159,0,1,Viral,Wednesday,1900,1
2013,3,10,174,1,0,Business,Wednesday,1700,1
2013,3,7,247,1,0,Tech,Wednesday,1400,1
2013,3,9,517,1,0,Tech,Wednesday,2100,1
2013,3,11,302,0,1,Business,Wednesday,2100,1
2013,3,7,646,11,0,Tech,Wednesday,2000,1
2013,3,10,422,1,0,Viral,Wednesday,1600,1
2013,3,11,698,11,0,Tech,Wednesday,1100,0
2013,3,13,145,1,0,Entertainment,Wednesday,8500,1
2013,3,7,670,1,0,Viral,Wednesday,880,0
2013,3,10,439,1,0,Business,Wednesday,1500,1
2013,3,10,1130,13,0,Viral,Wednesday,1100,0
2013,3,11,224,1,0,Lifestyle,Wednesday,1900,1
2013,3,11,375,11,0,Social Media,Wednesday,11100,1
2013,3,12,495,1,0,Business,Wednesday,1000,0
2013,3,10,581,9,0,Business,Wednesday,1900,1
2013,3,10,639,9,0,Tech,Wednesday,4100,1
2013,3,12,377,1,1,Entertainment,Wednesday,3800,1
2013,3,11,223,0,1,Business,Wednesday,10100,1
2013,3,13,289,0,11,Viral,Wednesday,860,0
2013,3,11,792,1,0,Business,Wednesday,2100,1
2013,3,9,606,1,0,Viral,Wednesday,873,0
2013,3,8,133,1,0,Tech,Wednesday,6000,1
2013,3,11,261,1,0,Tech,Wednesday,2400,1
2013,3,10,443,8,0,Tech,Wednesday,12300,1
2013,3,7,156,0,1,Social Media,Wednesday,837,0
2013,3,13,239,1,0,Tech,Wednesday,2200,1
2013,3,10,202,0,0,Lifestyle,Wednesday,1300,0
2013,3,9,278,1,0,Tech,Wednesday,2300,1
2013,3,12,239,1,0,Social Media,Wednesday,5700,1
2013,3,12,856,0,17,Viral,Wednesday,1200,0
2013,3,11,453,10,1,Viral,Wednesday,1700,1
2013,3,10,258,0,0,Lifestyle,Wednesday,1200,0
2013,3,8,0,0,0,Viral,Wednesday,6900,1
2013,3,12,135,0,2,Entertainment,Wednesday,1200,0
2013,3,11,838,0,16,Viral,Wednesday,1100,0
2013,3,9,117,0,0,Business,Wednesday,1400,1
2013,3,10,670,27,0,Social Media,Wednesday,1100,0
2013,3,12,1938,14,0,Entertainment,Wednesday,1900,1
2013,3,7,466,1,1,Social Media,Wednesday,5800,1
2013,3,11,777,10,5,Entertainment,Wednesday,2900,1
2013,3,12,357,1,0,Business,Wednesday,806,0
2013,3,10,135,0,0,Viral,Wednesday,36200,1
2013,3,11,229,0,0,Tech,Wednesday,13300,1
2013,3,9,488,1,0,World,Wednesday,1300,0
2013,3,16,1299,30,1,Viral,Wednesday,1000,0
2013,3,10,484,1,0,Social Media,Wednesday,1500,1
2013,3,14,179,0,1,Business,Wednesday,1800,1
2013,3,10,195,1,0,Viral,Wednesday,1000,0
2013,3,10,354,1,0,Lifestyle,Wednesday,1000,0
2013,3,12,449,0,12,Social Media,Wednesday,4500,1
2013,3,10,1039,8,0,Business,Wednesday,4800,1
2013,3,10,1074,31,0,Tech,Wednesday,3100,1
2013,3,13,171,8,1,Viral,Wednesday,1400,1
2013,3,12,178,1,0,Tech,Wednesday,2600,1
2013,3,8,71,0,0,Viral,Wednesday,6400,1
2013,3,8,791,1,0,Business,Wednesday,1200,0
2013,3,8,722,1,0,Business,Wednesday,1900,1
2013,3,10,241,1,0,Social Media,Wednesday,1200,0
2013,3,7,567,1,0,Business,Wednesday,1400,1
2013,3,6,202,1,0,Social Media,Wednesday,1500,1
2013,3,9,1227,0,9,Social Media,Wednesday,1900,1
2013,3,7,482,1,0,Tech,Wednesday,2900,1
2013,3,9,346,1,0,Viral,Wednesday,3100,1
2013,3,8,495,1,0,Viral,Wednesday,840,0
2013,3,12,291,1,0,Business,Wednesday,1300,0
2013,3,13,103,0,0,Business,Wednesday,1700,1
2013,3,8,438,1,0,Tech,Thursday,3100,1
2013,3,13,267,0,0,Tech,Thursday,2700,1
2013,3,10,1072,1,0,Tech,Thursday,1300,0
2013,3,11,239,1,0,Business,Thursday,3800,1
2013,3,10,681,9,0,Tech,Thursday,1600,1
2013,3,9,468,1,0,Lifestyle,Thursday,2900,1
2013,3,10,144,0,1,Entertainment,Thursday,1400,1
2013,3,10,314,1,0,Business,Thursday,2200,1
2013,3,9,415,0,1,Business,Thursday,731,0
2013,3,11,1509,26,0,Social Media,Thursday,1900,1
2013,3,9,551,1,0,Viral,Thursday,1200,0
2013,3,9,692,1,0,Tech,Thursday,1000,0
2013,3,9,390,1,0,Tech,Thursday,35800,1
2013,3,10,361,0,21,Viral,Thursday,883,0
2013,3,8,98,0,1,Viral,Thursday,1000,0
2013,3,11,499,1,0,Business,Thursday,956,0
2013,3,9,187,1,0,Viral,Thursday,1500,1
2013,3,6,480,12,1,Social Media,Thursday,8600,1
2013,3,12,661,1,0,Business,Thursday,2900,1
2013,3,13,102,0,0,Tech,Thursday,1700,1
2013,3,6,836,12,0,Social Media,Thursday,4000,1
2013,3,8,274,12,1,Social Media,Thursday,4600,1
2013,3,10,1015,1,0,Business,Thursday,3500,1
2013,3,10,329,1,0,Social Media,Thursday,2400,1
2013,3,10,220,0,0,Entertainment,Thursday,11200,1
2013,3,12,757,1,0,Viral,Thursday,2000,1
2013,3,12,491,1,0,Viral,Thursday,9400,1
2013,3,11,301,1,0,Viral,Thursday,1400,1
2013,3,10,696,1,1,Business,Thursday,2500,1
2013,3,7,589,11,0,Social Media,Thursday,10800,1
2013,3,10,211,0,2,Entertainment,Thursday,21900,1
2013,3,8,671,0,11,World,Thursday,1400,1
2013,3,10,314,12,0,Social Media,Thursday,6400,1
2013,3,9,204,12,1,Social Media,Thursday,4800,1
2013,3,13,210,1,0,Lifestyle,Thursday,1400,1
2013,3,14,161,1,0,Business,Thursday,1400,1
2013,3,11,885,26,0,Social Media,Thursday,3100,1
2013,3,10,1366,1,0,Tech,Thursday,2700,1
2013,3,8,615,1,0,Viral,Thursday,1400,1
2013,3,9,250,1,0,Lifestyle,Thursday,838,0
2013,3,12,667,0,13,Viral,Thursday,1000,0
2013,3,12,94,1,0,Social Media,Thursday,897,0
2013,3,8,461,12,0,Social Media,Thursday,13300,1
2013,3,7,180,0,2,Viral,Thursday,9400,1
2013,3,8,235,1,0,Business,Thursday,7400,1
2013,3,9,409,11,0,Lifestyle,Thursday,801,0
2013,3,11,667,39,0,Business,Thursday,1100,0
2013,3,11,341,1,1,Social Media,Thursday,719,0
2013,3,6,483,11,0,Viral,Thursday,8900,1
2013,3,7,257,1,0,Business,Thursday,1300,0
2013,3,10,300,1,0,Lifestyle,Thursday,1300,0
2013,3,12,144,0,1,Viral,Thursday,1400,1
2013,3,14,202,1,0,Viral,Thursday,1100,0
2013,3,11,514,0,17,Entertainment,Thursday,899,0
2013,3,11,426,0,1,Entertainment,Thursday,2500,1
2013,3,9,1175,1,2,Business,Thursday,5100,1
2013,3,11,132,0,0,Tech,Thursday,1600,1
2013,3,8,410,0,0,Business,Thursday,1300,0
2013,3,8,555,1,0,Entertainment,Thursday,1200,0
2013,3,10,329,0,0,Tech,Thursday,1700,1
2013,3,7,90,0,0,Viral,Thursday,1900,1
2013,3,7,1245,14,0,Business,Thursday,1200,0
2013,3,9,1096,1,0,Entertainment,Thursday,2300,1
2013,3,10,598,1,1,Tech,Thursday,1500,1
2013,3,7,1396,1,0,Entertainment,Thursday,1400,1
2013,3,10,486,1,0,Tech,Thursday,3200,1
2013,3,10,387,0,1,Business,Thursday,1100,0
2013,3,8,816,1,0,Viral,Thursday,2900,1
2013,3,11,824,1,0,Lifestyle,Thursday,3300,1
2013,3,10,538,0,0,Viral,Thursday,2100,1
2013,3,9,854,14,0,Business,Friday,1300,0
2013,3,8,1121,26,0,Tech,Friday,1400,1
2013,3,7,735,9,0,Tech,Friday,2400,1
2013,3,9,95,0,0,Viral,Friday,1300,0
2013,3,10,910,1,1,Entertainment,Friday,9600,1
2013,3,10,2349,0,74,Entertainment,Friday,1000,0
2013,3,11,933,1,0,Business,Friday,1700,1
2013,3,10,192,1,0,Tech,Friday,1000,0
2013,3,12,490,1,0,Viral,Friday,2600,1
2013,3,11,653,1,0,Tech,Friday,1000,0
2013,3,10,795,0,10,Tech,Friday,1300,0
2013,3,13,1115,0,19,World,Friday,1200,0
2013,3,12,813,21,0,Tech,Friday,987,0
2013,3,8,418,1,0,Tech,Friday,3000,1
2013,3,9,333,0,12,Viral,Friday,5300,1
2013,3,9,871,8,0,Lifestyle,Friday,1300,0
2013,3,8,699,25,0,Viral,Friday,949,0
2013,3,8,559,23,0,Tech,Friday,1900,1
2013,3,9,190,1,1,Entertainment,Friday,2400,1
2013,3,10,203,1,0,Lifestyle,Friday,2000,1
2013,3,9,622,1,0,Business,Friday,3100,1
2013,3,10,535,9,0,Social Media,Friday,1300,0
2013,3,9,109,1,0,Business,Friday,973,0
2013,3,9,986,8,0,Lifestyle,Friday,2300,1
2013,3,6,725,1,0,Lifestyle,Friday,2200,1
2013,3,11,353,0,21,Viral,Friday,1400,1
2013,3,13,1122,0,26,Viral,Friday,837,0
2013,3,11,350,1,0,Tech,Friday,3100,1
2013,3,7,298,1,0,Tech,Friday,1700,1
2013,3,10,772,1,4,Viral,Friday,2900,1
2013,3,12,1054,0,11,Viral,Friday,997,0
2013,3,11,336,0,0,Viral,Friday,1400,1
2013,3,13,484,26,0,Tech,Friday,4400,1
2013,3,11,289,1,1,Social Media,Friday,1200,0
2013,3,9,844,0,16,Viral,Friday,2200,1
2013,3,9,158,1,0,Business,Friday,2500,1
2013,3,6,397,0,1,Viral,Friday,3400,1
2013,3,8,148,0,0,Social Media,Friday,1700,1
2013,3,10,355,0,0,World,Friday,13000,1
2013,3,10,262,1,0,Entertainment,Friday,1500,1
2013,3,9,998,1,0,Entertainment,Friday,1800,1
2013,3,12,886,26,0,Tech,Friday,1600,1
2013,3,13,876,1,0,Business,Friday,1400,1
2013,3,11,558,26,0,Tech,Friday,1000,0
2013,3,10,308,1,1,Entertainment,Friday,1100,0
2013,3,6,1422,21,0,Tech,Friday,3400,1
2013,3,9,471,15,1,Viral,Friday,889,0
2013,3,10,292,0,11,Viral,Friday,11700,1
2013,3,7,532,26,0,Social Media,Friday,1800,1
2013,3,10,115,0,0,Business,Friday,902,0
2013,3,6,598,40,0,Business,Friday,3700,1
2013,3,11,294,1,0,Social Media,Friday,3500,1
2013,3,7,418,26,0,Social Media,Friday,973,0
2013,3,11,627,14,0,Social Media,Friday,1600,1
2013,3,11,321,25,1,Business,Friday,1800,1
2013,3,11,392,14,0,Viral,Friday,976,0
2013,3,10,279,0,0,Lifestyle,Friday,2000,1
2013,3,14,420,6,1,Viral,Friday,4500,1
2013,3,7,468,1,0,Viral,Friday,4100,1
2013,3,7,52,0,0,Viral,Friday,1100,0
2013,3,12,383,1,0,Lifestyle,Friday,1300,0
2013,3,11,392,1,0,Business,Friday,1400,1
2013,3,8,163,0,1,Social Media,Friday,2900,1
2013,3,9,360,14,1,Business,Saturday,780,0
2013,3,8,584,6,0,Entertainment,Saturday,2300,1
2013,3,13,612,26,0,Business,Saturday,2500,1
2013,3,10,309,1,0,Business,Saturday,3400,1
2013,3,12,563,1,0,Tech,Saturday,1900,1
2013,3,9,1578,1,0,Social Media,Saturday,3300,1
2013,3,12,554,1,0,Viral,Saturday,1100,0
2013,3,12,156,0,0,Tech,Saturday,14300,1
2013,3,9,458,13,1,Viral,Saturday,6500,1
2013,3,8,811,0,1,Tech,Saturday,5600,1
2013,3,10,363,1,0,Social Media,Saturday,2300,1
2013,3,10,1153,1,1,Viral,Saturday,1400,1
2013,3,11,312,1,0,Business,Saturday,1900,1
2013,3,13,364,1,0,Business,Saturday,17800,1
2013,3,13,279,1,0,Business,Saturday,2000,1
2013,3,12,658,26,0,Tech,Saturday,1900,1
2013,3,11,149,0,0,Lifestyle,Saturday,2000,1
2013,3,11,880,1,0,Tech,Saturday,1300,0
2013,3,10,136,0,0,Tech,Saturday,2400,1
2013,3,13,185,0,1,Viral,Saturday,7700,1
2013,3,13,301,1,0,Social Media,Saturday,1800,1
2013,3,9,739,15,0,Social Media,Saturday,2300,1
2013,3,11,1046,1,0,Lifestyle,Saturday,15000,1
2013,3,6,802,11,0,Tech,Saturday,4800,1
2013,3,10,578,1,0,Viral,Saturday,3100,1
2013,3,13,828,25,0,Lifestyle,Saturday,1600,1
2013,3,5,848,1,0,Business,Saturday,7400,1
2013,3,11,1077,1,1,Tech,Saturday,3600,1
2013,3,7,62,0,0,Viral,Saturday,4300,1
2013,3,10,1068,25,1,Viral,Saturday,1300,0
2013,3,12,149,1,1,Tech,Sunday,1500,1
2013,3,7,782,26,1,Entertainment,Sunday,1500,1
2013,3,14,252,0,1,Viral,Sunday,4000,1
2013,3,13,339,1,0,Tech,Sunday,3800,1
2013,3,11,875,30,0,Viral,Sunday,1500,1
2013,3,16,205,0,1,Social Media,Sunday,2000,1
2013,3,7,73,0,0,Viral,Sunday,34900,1
2013,3,12,1061,1,1,Business,Sunday,3500,1
2013,3,13,625,1,0,Business,Sunday,3400,1
2013,3,11,485,15,1,World,Sunday,1200,0
2013,3,10,307,0,4,Entertainment,Sunday,2300,1
2013,3,8,659,6,0,Lifestyle,Sunday,1500,1
2013,3,11,49,0,1,Viral,Sunday,2100,1
2013,3,8,599,1,0,Tech,Sunday,1300,0
2013,3,12,417,1,0,Business,Sunday,1400,1
2013,3,9,256,0,1,Business,Sunday,1800,1
2013,3,12,719,14,1,Entertainment,Sunday,6600,1
2013,3,8,40,0,0,Viral,Sunday,1600,1
2013,3,8,1085,23,0,Social Media,Sunday,4000,1
2013,3,9,662,1,0,Business,Sunday,9800,1
2013,3,14,75,0,1,Entertainment,Sunday,2700,1
2013,3,10,824,16,0,Social Media,Sunday,2100,1
2013,3,11,190,0,1,Tech,Sunday,1200,0
2013,3,11,376,1,0,Social Media,Sunday,15700,1
2013,3,8,150,1,0,Social Media,Sunday,1600,1
2013,3,12,255,1,0,Social Media,Sunday,3500,1
2013,3,9,328,1,0,Business,Sunday,1500,1
2013,3,10,172,0,0,Viral,Sunday,935,0
2013,3,8,561,9,0,Social Media,Sunday,1100,0
2013,3,9,1116,0,0,Viral,Sunday,1400,1
2013,3,11,274,1,1,Entertainment,Monday,1400,1
2013,3,10,255,1,0,Entertainment,Monday,894,0
2013,3,10,242,0,0,Tech,Monday,1400,1
2013,3,13,337,0,1,Viral,Monday,1100,0
2013,3,12,283,0,1,Business,Monday,4300,1
2013,3,10,1885,14,0,Entertainment,Monday,16900,1
2013,3,10,1027,0,13,Entertainment,Monday,1000,0
2013,3,10,227,9,1,World,Monday,1500,1
2013,3,10,300,13,1,Viral,Monday,2000,1
2013,3,9,127,0,1,Viral,Monday,5000,1
2013,3,12,172,0,1,Viral,Monday,1400,1
2013,3,9,432,1,0,Business,Monday,1500,1
2013,3,9,111,1,0,Tech,Monday,3300,1
2013,3,12,310,1,0,Social Media,Monday,9300,1
2013,3,11,538,1,0,Viral,Monday,1600,1
2013,3,8,333,0,21,Viral,Monday,2100,1
2013,3,8,1374,11,0,Tech,Monday,3900,1
2013,3,11,107,5,1,Viral,Monday,1500,1
2013,3,12,182,12,1,Viral,Monday,3000,1
2013,3,10,269,0,0,Viral,Monday,1700,1
2013,3,7,223,0,1,Business,Monday,3100,1
2013,3,9,645,1,0,World,Monday,864,0
2013,3,8,303,1,1,Business,Monday,2300,1
2013,3,13,1008,0,26,Viral,Monday,709,0
2013,3,8,615,11,0,Social Media,Monday,2300,1
2013,3,14,644,11,0,Tech,Monday,2900,1
2013,3,7,242,1,0,Tech,Monday,1600,1
2013,3,9,379,1,0,Viral,Monday,1100,0
2013,3,9,1038,0,0,Business,Monday,1900,1
2013,3,8,530,0,16,Viral,Monday,965,0
2013,3,8,174,1,0,Tech,Monday,3100,1
2013,3,10,496,26,0,Tech,Monday,1100,0
2013,3,11,228,1,0,Business,Monday,2900,1
2013,3,12,339,25,1,Viral,Monday,1800,1
2013,3,9,364,25,0,Viral,Monday,899,0
2013,3,11,687,1,0,Business,Monday,980,0
2013,3,13,256,0,2,Business,Monday,44700,1
2013,3,8,690,15,2,Entertainment,Monday,1600,1
2013,3,11,178,1,0,Business,Monday,1200,0
2013,3,11,222,0,1,Entertainment,Monday,4200,1
2013,3,8,278,0,11,Viral,Monday,18400,1
2013,3,7,165,0,0,Viral,Monday,21800,1
2013,3,12,330,0,21,Viral,Monday,1100,0
2013,3,10,804,1,1,Entertainment,Monday,2100,1
2013,3,10,278,1,0,Tech,Monday,2500,1
2013,3,9,176,1,1,Tech,Monday,1000,0
2013,3,11,187,1,0,Social Media,Monday,1000,0
2013,3,10,366,0,17,Viral,Monday,1300,0
2013,3,10,506,11,0,Tech,Monday,2100,1
2013,3,11,124,0,0,Tech,Monday,802,0
2013,3,8,304,1,0,Entertainment,Monday,638,0
2013,3,7,199,1,0,Entertainment,Monday,2300,1
2013,3,9,608,1,1,Tech,Monday,5400,1
2013,3,13,168,1,0,Tech,Monday,815,0
2013,3,10,593,26,0,Business,Monday,1100,0
2013,3,8,358,26,0,Social Media,Monday,1200,0
2013,3,9,327,1,1,Tech,Monday,3400,1
2013,3,7,143,1,1,Entertainment,Monday,2200,1
2013,3,8,455,1,0,Business,Monday,1100,0
2013,3,10,254,6,0,Social Media,Monday,1300,0
2013,3,9,245,1,1,Social Media,Monday,1800,1
2013,3,9,254,0,0,Lifestyle,Monday,8700,1
2013,3,6,222,1,0,Lifestyle,Monday,1300,0
2013,3,10,416,1,0,Business,Monday,1400,1
2013,3,9,318,0,1,Tech,Tuesday,9400,1
2013,3,13,346,0,0,Lifestyle,Tuesday,3700,1
2013,3,8,903,15,0,Viral,Tuesday,757,0
2013,3,6,642,11,0,Tech,Tuesday,2700,1
2013,3,13,156,0,2,Business,Tuesday,2500,1
2013,3,9,273,1,0,Tech,Tuesday,2000,1
2013,3,14,548,1,1,Entertainment,Tuesday,838,0
2013,3,11,192,0,1,Viral,Tuesday,1000,0
2013,3,9,460,1,1,Viral,Tuesday,597,0
2013,3,9,454,1,0,World,Tuesday,674,0
2013,3,10,443,1,0,Business,Tuesday,1100,0
2013,3,8,222,0,1,Viral,Tuesday,922,0
2013,3,10,158,0,0,Tech,Tuesday,2300,1
2013,3,8,329,0,21,Viral,Tuesday,2900,1
2013,3,10,478,1,0,Viral,Tuesday,720,0
2013,3,11,965,1,0,Viral,Tuesday,1100,0
2013,3,12,812,1,2,Viral,Tuesday,24300,1
2013,3,11,591,1,0,Entertainment,Tuesday,807,0
2013,3,11,377,1,1,Tech,Tuesday,979,0
2013,3,7,1368,11,2,Social Media,Tuesday,5000,1
2013,3,10,212,0,11,World,Tuesday,10600,1
2013,3,8,165,0,1,Viral,Tuesday,897,0
2013,3,13,428,1,0,Business,Tuesday,2500,1
2013,3,11,968,0,26,Viral,Tuesday,906,0
2013,3,7,383,12,0,Tech,Tuesday,2400,1
2013,3,9,663,1,0,Tech,Tuesday,4900,1
2013,3,10,380,1,0,Viral,Tuesday,1400,1
2013,3,14,252,7,0,Viral,Tuesday,912,0
2013,3,7,428,0,1,Tech,Tuesday,816,0
2013,3,10,236,1,0,World,Tuesday,800,0
2013,3,10,809,1,0,Business,Tuesday,2900,1
2013,3,10,287,1,0,Lifestyle,Tuesday,1200,0
2013,3,10,216,0,0,Lifestyle,Tuesday,1300,0
2013,3,10,354,11,0,Tech,Tuesday,2100,1
2013,3,7,342,25,1,Business,Tuesday,2900,1
2013,3,9,879,1,1,Entertainment,Tuesday,2900,1
2013,3,12,101,0,0,Business,Tuesday,1100,0
2013,3,10,1220,1,1,Social Media,Tuesday,1300,0
2013,3,13,200,0,0,Lifestyle,Tuesday,6100,1
2013,3,11,666,0,11,Viral,Tuesday,1200,0
2013,3,9,539,1,0,Viral,Tuesday,9700,1
2013,3,7,201,1,0,Business,Tuesday,951,0
2013,3,10,493,1,0,Viral,Tuesday,929,0
2013,3,12,938,0,26,Viral,Tuesday,1700,1
2013,3,13,217,0,1,Business,Tuesday,62300,1
2013,3,7,464,6,0,Viral,Tuesday,1100,0
2013,3,5,251,1,0,Business,Tuesday,6200,1
2013,3,10,593,15,0,Entertainment,Tuesday,4100,1
2013,3,7,993,0,26,Viral,Tuesday,973,0
2013,3,10,388,1,0,Viral,Tuesday,983,0
2013,3,14,227,1,0,Entertainment,Tuesday,2400,1
2013,3,9,340,25,1,Business,Tuesday,1400,1
2013,3,9,200,0,14,Viral,Tuesday,939,0
2013,3,12,531,1,0,Business,Tuesday,1500,1
2013,3,10,232,0,11,World,Tuesday,829,0
2013,3,11,1049,1,1,Entertainment,Tuesday,1300,0
2013,3,7,1190,1,0,Social Media,Tuesday,4900,1
2013,3,8,476,11,3,Entertainment,Tuesday,1700,1
2013,3,9,791,26,0,Tech,Tuesday,1300,0
2013,3,9,170,1,0,Social Media,Tuesday,1400,1
2013,3,8,112,1,0,Social Media,Tuesday,1500,1
2013,3,8,204,1,0,Business,Tuesday,496,0
2013,3,11,610,1,0,Entertainment,Tuesday,1200,0
2013,3,10,90,1,0,Social Media,Tuesday,1900,1
2013,3,9,469,17,0,Viral,Tuesday,7500,1
2013,3,10,815,1,0,Business,Tuesday,1500,1
2013,3,8,247,1,1,Viral,Tuesday,2900,1
2013,3,9,1077,1,0,Tech,Tuesday,2000,1
2013,3,8,150,0,1,Viral,Tuesday,1500,1
2013,3,8,357,1,0,Viral,Wednesday,5100,1
2013,3,9,554,1,0,Lifestyle,Wednesday,6000,1
2013,3,8,824,26,0,Entertainment,Wednesday,1200,0
2013,3,9,855,26,1,Business,Wednesday,1300,0
2013,3,10,193,1,0,Tech,Wednesday,1400,1
2013,3,7,697,1,0,Viral,Wednesday,1200,0
2013,3,11,629,1,0,Business,Wednesday,2500,1
